timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1725640059.8289287,1,0,0,0,0,-1
1725640059.9289286,1,0,0,0,0,-1
1725640060.0289288,1,0,0,0,0,-1
1725640060.1289287,1,0,0,0,0,-1
1725640060.2289286,1,0,0,0,0,-1
1725640060.3289287,1,0,0,0,0,-1
1725640060.4289286,1,0,0,0,0,-1
1725640060.5289288,1,0,0,0,0,-1
1725640060.6289287,1,0,0,0,0,-1
1725640060.7289286,1,0,0,0,0,-1
1725640060.8289287,1,0,0,0,0,-1
1725640060.9289286,1,0,0,0,0,-1
1725640061.0289288,1,0,0,0,0,-1
1725640061.1289287,1,0,0,0,0,-1
1725640061.2289286,1,0,0,0,0,-1
1725640061.3289287,1,0,0,0,0,-1
1725640061.4289286,1,0,0,0,0,-1
1725640061.5289288,1,0,0,0,0,-1
1725640061.6289287,1,0,0,0,0,-1
1725640061.7289286,1,0,0,0,0,-1
1725640061.8289287,1,0,0,0,0,-1
1725640061.9289286,0,0,0,0,0,-1
1725640062.0289288,1,0,0,0,0,-1
1725640062.1289287,1,0,0,0,0,-1
1725640062.2289286,1,0,0,0,0,-1
1725640062.3289287,1,0,0,0,0,-1
1725640062.4289286,1,0,0,0,0,-1
1725640062.5289288,1,0,0,0,0,-1
1725640062.6289287,1,0,0,0,0,-1
1725640062.7289286,1,0,0,0,0,-1
1725640062.8289287,1,0,0,0,0,-1
1725640062.9289286,1,0,0,0,0,-1
1725640063.0289288,1,0,0,0,0,-1
1725640063.1289287,1,0,0,0,0,-1
1725640063.2289286,1,0,0,0,0,-1
